CM023459.1	0	100000	2.0
CM023459.1	600000	700000	1.0
CM023459.1	700000	800000	3.0
CM023459.1	800000	900000	1.0
CM023459.1	900000	1000000	1.0
CM023459.1	1000000	1100000	2.0
CM023459.1	1100000	1200000	3.0
CM023459.1	1300000	1400000	1.0
CM023459.1	1400000	1500000	1.0
CM023459.1	1500000	1600000	4.0
CM023459.1	1600000	1700000	1.0
CM023459.1	1700000	1800000	1.0
CM023459.1	1800000	1900000	1.0
CM023459.1	2100000	2200000	1.0
CM023459.1	2200000	2300000	2.0
CM023459.1	2300000	2400000	1.0
CM023459.1	2900000	3000000	3.0
CM023459.1	3000000	3100000	3.0
CM023459.1	3100000	3200000	2.0
CM023459.1	3400000	3500000	2.0
CM023459.1	3600000	3700000	1.0
CM023459.1	3800000	3900000	1.0
CM023459.1	4200000	4300000	2.0
CM023459.1	4300000	4400000	1.0
CM023459.1	4400000	4500000	1.0
CM023459.1	4700000	4800000	1.0
CM023459.1	4800000	4900000	3.0
CM023459.1	4900000	5000000	2.0
CM023459.1	5300000	5400000	2.0
CM023459.1	5600000	5700000	1.0
CM023459.1	6000000	6100000	1.0
CM023459.1	6100000	6200000	2.0
CM023459.1	6300000	6400000	1.0
CM023459.1	6700000	6800000	1.0
CM023459.1	6800000	6900000	1.0
CM023459.1	7000000	7100000	2.0
CM023459.1	7100000	7200000	1.0
CM023459.1	7200000	7300000	1.0
CM023459.1	7300000	7400000	4.0
CM023459.1	7400000	7500000	1.0
CM023459.1	7600000	7700000	3.0
CM023459.1	7700000	7800000	1.0
CM023459.1	7800000	7900000	4.0
CM023459.1	7900000	8000000	3.0
CM023459.1	8000000	8100000	3.0
CM023459.1	8100000	8200000	2.0
CM023459.1	8300000	8400000	1.0
CM023459.1	8500000	8600000	2.0
CM023459.1	8700000	8800000	3.0
CM023459.1	8800000	8900000	6.0
CM023459.1	8900000	9000000	1.0
CM023459.1	9000000	9100000	1.0
CM023459.1	9100000	9200000	1.0
CM023459.1	9200000	9300000	1.0
CM023459.1	9300000	9400000	1.0
CM023459.1	9500000	9600000	1.0
CM023459.1	9700000	9800000	1.0
CM023459.1	9800000	9900000	1.0
CM023459.1	10000000	10100000	1.0
CM023459.1	10200000	10300000	1.0
CM023459.1	10500000	10600000	3.0
CM023459.1	10600000	10700000	2.0
CM023459.1	11000000	11100000	1.0
CM023459.1	11200000	11300000	1.0
CM023459.1	11300000	11400000	2.0
CM023459.1	11400000	11500000	1.0
CM023459.1	11800000	11900000	1.0
CM023459.1	11900000	12000000	1.0
CM023459.1	12500000	12600000	1.0
CM023459.1	12700000	12800000	1.0
CM023459.1	12800000	12900000	1.0
CM023459.1	13200000	13300000	1.0
CM023459.1	13400000	13500000	3.0
CM023459.1	13500000	13600000	1.0
CM023459.1	13600000	13700000	2.0
CM023459.1	14100000	14200000	2.0
CM023459.1	14200000	14300000	1.0
CM023459.1	14500000	14600000	1.0
CM023459.1	14800000	14900000	1.0
CM023459.1	14900000	15000000	1.0
CM023459.1	15000000	15100000	2.0
CM023459.1	15100000	15200000	2.0
CM023459.1	15200000	15300000	2.0
CM023459.1	15300000	15400000	1.0
CM023459.1	15400000	15500000	1.0
CM023459.1	15500000	15600000	1.0
CM023459.1	15600000	15700000	1.0
CM023459.1	15700000	15800000	3.0
CM023459.1	15800000	15900000	5.0
CM023459.1	15900000	16000000	1.0
CM023459.1	16100000	16200000	1.0
CM023459.1	16200000	16300000	2.0
CM023459.1	16400000	16500000	2.0
CM023459.1	16600000	16700000	1.0
CM023459.1	16800000	16900000	1.0
CM023459.1	16900000	17000000	5.0
CM023459.1	17000000	17100000	1.0
CM023459.1	17300000	17400000	3.0
CM023459.1	17400000	17500000	3.0
CM023459.1	17700000	17800000	3.0
CM023459.1	17800000	17900000	2.0
CM023459.1	17900000	18000000	1.0
CM023459.1	18000000	18100000	1.0
CM023459.1	18100000	18200000	2.0
CM023459.1	18300000	18400000	1.0
CM023459.1	18500000	18600000	3.0
CM023459.1	18600000	18700000	2.0
CM023459.1	18700000	18800000	2.0
CM023459.1	18900000	19000000	1.0
CM023459.1	19000000	19100000	4.0
CM023459.1	19200000	19300000	1.0
CM023459.1	19300000	19400000	1.0
CM023459.1	19400000	19500000	2.0
CM023459.1	19900000	20000000	1.0
CM023459.1	20000000	20100000	1.0
CM023459.1	20200000	20300000	2.0
CM023459.1	20300000	20400000	1.0
CM023459.1	20600000	20700000	2.0
CM023459.1	20700000	20800000	1.0
CM023459.1	20800000	20900000	1.0
CM023459.1	20900000	21000000	1.0
CM023459.1	21100000	21200000	2.0
CM023459.1	21700000	21800000	1.0
CM023459.1	21800000	21900000	1.0
CM023459.1	21900000	22000000	2.0
CM023459.1	22100000	22200000	2.0
CM023459.1	22200000	22300000	1.0
CM023459.1	22300000	22400000	2.0
CM023459.1	22500000	22600000	1.0
CM023459.1	22600000	22700000	1.0
CM023459.1	22900000	23000000	1.0
CM023459.1	23000000	23100000	3.0
CM023459.1	23100000	23200000	5.0
CM023459.1	23200000	23300000	2.0
CM023459.1	23400000	23500000	1.0
CM023459.1	23600000	23700000	2.0
CM023459.1	23800000	23900000	3.0
CM023459.1	23900000	24000000	1.0
CM023459.1	24000000	24100000	1.0
CM023459.1	24300000	24400000	1.0
CM023459.1	24400000	24500000	2.0
CM023459.1	24600000	24700000	1.0
CM023459.1	25100000	25200000	1.0
CM023459.1	25500000	25600000	1.0
CM023459.1	25600000	25700000	1.0
CM023459.1	26000000	26100000	1.0
CM023459.1	26400000	26500000	1.0
CM023459.1	26500000	26600000	1.0
CM023459.1	26700000	26800000	1.0
CM023459.1	26900000	27000000	1.0
CM023459.1	27300000	27400000	1.0
CM023459.1	27500000	27600000	1.0
CM023459.1	27700000	27800000	1.0
CM023459.1	27800000	27900000	2.0
CM023459.1	27900000	28000000	2.0
CM023459.1	28100000	28200000	2.0
CM023459.1	28500000	28600000	1.0
CM023459.1	28700000	28800000	1.0
CM023459.1	28800000	28900000	1.0
CM023459.1	29000000	29100000	2.0
CM023459.1	29400000	29500000	1.0
CM023459.1	29500000	29600000	1.0
CM023459.1	29900000	30000000	4.0
CM023459.1	30100000	30200000	3.0
CM023459.1	30200000	30300000	1.0
CM023459.1	30400000	30500000	2.0
CM023459.1	30700000	30800000	5.0
CM023459.1	30900000	31000000	1.0
CM023459.1	31100000	31200000	3.0
CM023459.1	31200000	31300000	2.0
CM023459.1	31300000	31400000	2.0
CM023459.1	31400000	31500000	3.0
CM023459.1	31500000	31600000	3.0
CM023459.1	31700000	31800000	1.0
CM023459.1	31800000	31900000	3.0
CM023459.1	32200000	32300000	3.0
CM023459.1	32300000	32400000	1.0
CM023459.1	32600000	32700000	1.0
CM023459.1	32900000	33000000	1.0
CM023459.1	33500000	33600000	3.0
CM023459.1	33600000	33700000	2.0
CM023459.1	33800000	33900000	1.0
CM023459.1	33900000	34000000	3.0
CM023459.1	34100000	34200000	1.0
CM023459.1	34400000	34500000	2.0
CM023459.1	34500000	34600000	1.0
CM023459.1	34600000	34700000	1.0
CM023459.1	34700000	34800000	2.0
CM023459.1	35000000	35100000	1.0
CM023459.1	35200000	35300000	1.0
CM023459.1	35700000	35800000	2.0
CM023459.1	35800000	35900000	2.0
CM023459.1	36200000	36300000	1.0
CM023459.1	36300000	36400000	2.0
CM023459.1	36500000	36600000	3.0
CM023459.1	36600000	36700000	2.0
CM023459.1	36800000	36900000	1.0
CM023459.1	37000000	37100000	1.0
CM023459.1	37100000	37200000	2.0
CM023459.1	37400000	37500000	2.0
CM023459.1	37500000	37600000	1.0
CM023459.1	37600000	37700000	1.0
CM023459.1	37700000	37800000	1.0
CM023459.1	37900000	38000000	1.0
CM023459.1	38200000	38300000	1.0
CM023459.1	38400000	38500000	2.0
CM023459.1	38500000	38600000	1.0
CM023459.1	38600000	38700000	1.0
CM023459.1	38700000	38800000	2.0
CM023459.1	38800000	38900000	1.0
CM023459.1	39100000	39200000	2.0
CM023459.1	39400000	39500000	1.0
CM023459.1	39500000	39600000	1.0
CM023459.1	39600000	39700000	1.0
CM023459.1	40300000	40400000	1.0
CM023459.1	40500000	40600000	1.0
CM023459.1	40700000	40800000	1.0
CM023459.1	40900000	41000000	4.0
CM023459.1	41000000	41100000	1.0
CM023459.1	41700000	41800000	1.0
CM023459.1	42000000	42100000	1.0
CM023459.1	42200000	42300000	1.0
CM023459.1	42300000	42400000	2.0
CM023459.1	42400000	42500000	1.0
CM023459.1	42500000	42600000	1.0
CM023459.1	42600000	42700000	1.0
CM023459.1	42700000	42800000	3.0
CM023459.1	43000000	43100000	2.0
CM023459.1	43100000	43200000	5.0
CM023459.1	43200000	43300000	3.0
CM023459.1	43400000	43500000	1.0
CM023459.1	43500000	43600000	1.0
CM023459.1	43700000	43800000	2.0
CM023459.1	43800000	43900000	3.0
CM023459.1	43900000	44000000	2.0
CM023459.1	44000000	44100000	3.0
CM023459.1	44200000	44300000	1.0
CM023459.1	44300000	44400000	2.0
CM023459.1	44400000	44500000	1.0
CM023459.1	44600000	44700000	1.0
CM023459.1	44900000	45000000	2.0
CM023459.1	45200000	45300000	1.0
CM023459.1	45500000	45600000	2.0
CM023459.1	45900000	46000000	1.0
CM023459.1	46000000	46100000	5.0
CM023459.1	46400000	46500000	2.0
CM023459.1	46500000	46600000	3.0
CM023459.1	46600000	46700000	1.0
CM023459.1	47100000	47200000	5.0
CM023459.1	47300000	47400000	1.0
CM023459.1	47500000	47600000	1.0
CM023459.1	47800000	47900000	2.0
CM023459.1	48000000	48100000	1.0
CM023459.1	48100000	48200000	1.0
CM023459.1	48200000	48300000	1.0
CM023459.1	48300000	48400000	3.0
CM023459.1	48400000	48500000	1.0
CM023459.1	48500000	48600000	1.0
CM023459.1	48700000	48800000	2.0
CM023459.1	48800000	48900000	4.0
CM023459.1	48900000	49000000	1.0
CM023459.1	49100000	49200000	3.0
CM023459.1	49300000	49400000	1.0
CM023459.1	49500000	49600000	5.0
CM023459.1	49700000	49800000	2.0
CM023459.1	49900000	50000000	2.0
CM023459.1	50200000	50300000	1.0
CM023459.1	50300000	50400000	1.0
CM023459.1	50400000	50500000	1.0
CM023459.1	50700000	50800000	2.0
CM023459.1	51000000	51100000	3.0
CM023459.1	51200000	51300000	1.0
CM023459.1	51500000	51600000	1.0
CM023459.1	51600000	51700000	1.0
CM023459.1	52500000	52600000	1.0
CM023459.1	52600000	52700000	4.0
CM023459.1	52700000	52800000	2.0
CM023459.1	52800000	52900000	1.0
CM023459.1	52900000	53000000	1.0
CM023459.1	53000000	53100000	2.0
CM023459.1	53100000	53200000	1.0
CM023459.1	53300000	53400000	1.0
CM023459.1	53500000	53600000	1.0
CM023459.1	53600000	53700000	1.0
CM023459.1	53900000	54000000	1.0
CM023459.1	54100000	54200000	2.0
CM023459.1	54300000	54400000	1.0
CM023459.1	54400000	54500000	1.0
CM023459.1	54600000	54700000	1.0
CM023459.1	54900000	55000000	2.0
CM023459.1	55200000	55300000	2.0
CM023459.1	55500000	55600000	3.0
CM023459.1	55900000	56000000	2.0
CM023459.1	56000000	56100000	1.0
